,country,indicator,date,year_week,value,source,url
11655,France,Weekly new ICU admissions per 100k,2020-05-03,2020-W18,0.977418135437949,TESSy COVID-19,
11656,France,Weekly new ICU admissions per 100k,2020-05-10,2020-W19,0.741233510005375,TESSy COVID-19,
11657,France,Weekly new ICU admissions per 100k,2020-05-17,2020-W20,0.573379027779709,TESSy COVID-19,
11658,France,Weekly new ICU admissions per 100k,2020-05-24,2020-W21,0.355019657096763,TESSy COVID-19,
11659,France,Weekly new ICU admissions per 100k,2020-05-31,2020-W22,0.314912833910099,TESSy COVID-19,
11660,France,Weekly new ICU admissions per 100k,2020-06-07,2020-W23,0.20201955382912,TESSy COVID-19,
11661,France,Weekly new ICU admissions per 100k,2020-06-14,2020-W24,0.161912730642457,TESSy COVID-19,
11662,France,Weekly new ICU admissions per 100k,2020-06-21,2020-W25,0.115864155872584,TESSy COVID-19,
11663,France,Weekly new ICU admissions per 100k,2020-06-28,2020-W26,0.112893280080979,TESSy COVID-19,
11664,France,Weekly new ICU admissions per 100k,2020-07-05,2020-W27,0.121805907455793,TESSy COVID-19,
11665,France,Weekly new ICU admissions per 100k,2020-07-12,2020-W28,0.117349593768386,TESSy COVID-19,
11666,France,Weekly new ICU admissions per 100k,2020-07-19,2020-W29,0.120320469559991,TESSy COVID-19,
11667,France,Weekly new ICU admissions per 100k,2020-07-26,2020-W30,0.115864155872584,TESSy COVID-19,
11668,France,Weekly new ICU admissions per 100k,2020-08-02,2020-W31,0.160427292746654,TESSy COVID-19,
11669,France,Weekly new ICU admissions per 100k,2020-08-09,2020-W32,0.164883606434061,TESSy COVID-19,
11670,France,Weekly new ICU admissions per 100k,2020-08-16,2020-W33,0.188650612766899,TESSy COVID-19,
11671,France,Weekly new ICU admissions per 100k,2020-08-23,2020-W34,0.25846619386961,TESSy COVID-19,
11672,France,Weekly new ICU admissions per 100k,2020-08-30,2020-W35,0.304514768639483,TESSy COVID-19,
11673,France,Weekly new ICU admissions per 100k,2020-09-06,2020-W36,0.448602244532311,TESSy COVID-19,
11674,France,Weekly new ICU admissions per 100k,2020-09-13,2020-W37,0.629825667820198,TESSy COVID-19,
11675,France,Weekly new ICU admissions per 100k,2020-09-20,2020-W38,0.904631678543634,TESSy COVID-19,
11676,France,Weekly new ICU admissions per 100k,2020-09-27,2020-W39,1.20171925770411,TESSy COVID-19,
11677,France,Weekly new ICU admissions per 100k,2020-10-04,2020-W40,1.29975815882706,TESSy COVID-19,
11678,France,Weekly new ICU admissions per 100k,2020-10-11,2020-W41,1.3250106030557,TESSy COVID-19,
11679,France,Weekly new ICU admissions per 100k,2020-10-18,2020-W42,1.98751590458355,TESSy COVID-19,
11680,France,Weekly new ICU admissions per 100k,2020-10-25,2020-W43,2.76142904829658,TESSy COVID-19,
11681,France,Weekly new ICU admissions per 100k,2020-11-01,2020-W44,3.80866276483724,TESSy COVID-19,
11682,France,Weekly new ICU admissions per 100k,2020-11-08,2020-W45,4.39838160947077,TESSy COVID-19,
11683,France,Weekly new ICU admissions per 100k,2020-11-15,2020-W46,3.90075991437698,TESSy COVID-19,
11684,France,Weekly new ICU admissions per 100k,2020-11-22,2020-W47,2.85649707362793,TESSy COVID-19,
11685,France,Weekly new ICU admissions per 100k,2020-11-29,2020-W48,1.87313718660677,TESSy COVID-19,
11686,France,Weekly new ICU admissions per 100k,2020-12-06,2020-W49,1.59387486219593,TESSy COVID-19,
11687,France,Weekly new ICU admissions per 100k,2020-12-13,2020-W50,1.65477781592382,TESSy COVID-19,
11688,France,Weekly new ICU admissions per 100k,2020-12-20,2020-W51,1.66369044329864,TESSy COVID-19,
11689,France,Weekly new ICU admissions per 100k,2020-12-27,2020-W52,1.59387486219593,TESSy COVID-19,
11690,France,Weekly new ICU admissions per 100k,2021-01-03,2020-W53,1.62209818221617,TESSy COVID-19,
11691,France,Weekly new ICU admissions per 100k,2021-01-10,2021-W01,1.99791396985417,TESSy COVID-19,
11692,France,Weekly new ICU admissions per 100k,2021-01-17,2021-W02,2.02910816566602,TESSy COVID-19,
11693,France,Weekly new ICU admissions per 100k,2021-01-24,2021-W03,2.47176865861512,TESSy COVID-19,
11694,France,Weekly new ICU admissions per 100k,2021-01-31,2021-W04,2.59803087975832,TESSy COVID-19,
11695,France,Weekly new ICU admissions per 100k,2021-02-07,2021-W05,2.5207881091766,TESSy COVID-19,
11696,France,Weekly new ICU admissions per 100k,2021-02-14,2021-W06,2.52970073655141,TESSy COVID-19,
11697,France,Weekly new ICU admissions per 100k,2021-02-21,2021-W07,2.62922507557017,TESSy COVID-19,
11698,France,Weekly new ICU admissions per 100k,2021-02-28,2021-W08,2.76439992408818,TESSy COVID-19,
11699,France,Weekly new ICU admissions per 100k,2021-03-07,2021-W09,2.9634486021257,TESSy COVID-19,
11700,France,Weekly new ICU admissions per 100k,2021-03-14,2021-W10,3.24865267811975,TESSy COVID-19,
11701,France,Weekly new ICU admissions per 100k,2021-03-21,2021-W11,3.49820624461455,TESSy COVID-19,
11702,France,Weekly new ICU admissions per 100k,2021-03-28,2021-W12,3.99434250181253,TESSy COVID-19,
11703,France,Weekly new ICU admissions per 100k,2021-04-04,2021-W13,4.52167295482237,TESSy COVID-19,
11704,France,Weekly new ICU admissions per 100k,2021-04-11,2021-W14,4.61822641804952,TESSy COVID-19,
11705,France,Weekly new ICU admissions per 100k,2021-04-18,2021-W15,4.32410971468065,TESSy COVID-19,
11706,France,Weekly new ICU admissions per 100k,2021-04-25,2021-W16,4.27063395043177,TESSy COVID-19,
11707,France,Weekly new ICU admissions per 100k,2021-05-02,2021-W17,3.55613832255084,TESSy COVID-19,
11708,France,Weekly new ICU admissions per 100k,2021-05-09,2021-W18,2.68418627771486,TESSy COVID-19,
11709,France,Weekly new ICU admissions per 100k,2021-05-16,2021-W19,1.7632147823174,TESSy COVID-19,
11710,France,Weekly new ICU admissions per 100k,2021-05-23,2021-W20,1.58644767271692,TESSy COVID-19,
11711,France,Weekly new ICU admissions per 100k,2021-05-30,2021-W21,1.24479695668237,TESSy COVID-19,
11712,France,Weekly new ICU admissions per 100k,2021-06-06,2021-W22,0.941767625938693,TESSy COVID-19,
11713,France,Weekly new ICU admissions per 100k,2021-06-13,2021-W23,0.720437379464142,TESSy COVID-19,
11714,France,Weekly new ICU admissions per 100k,2021-06-20,2021-W24,0.432262427678485,TESSy COVID-19,
11715,France,Weekly new ICU admissions per 100k,2021-06-27,2021-W25,0.329767212868123,TESSy COVID-19,
11716,France,Weekly new ICU admissions per 100k,2021-07-04,2021-W26,0.242126377015784,TESSy COVID-19,
11717,France,Weekly new ICU admissions per 100k,2021-07-11,2021-W27,0.22727199805776,TESSy COVID-19,
11718,France,Weekly new ICU admissions per 100k,2021-07-18,2021-W28,0.30302933074368,TESSy COVID-19,
11719,France,Weekly new ICU admissions per 100k,2021-07-25,2021-W29,0.557039210925883,TESSy COVID-19,
11720,France,Weekly new ICU admissions per 100k,2021-08-01,2021-W30,1.11853473553917,TESSy COVID-19,
11721,France,Weekly new ICU admissions per 100k,2021-08-08,2021-W31,1.58793311061272,TESSy COVID-19,
11722,France,Weekly new ICU admissions per 100k,2021-08-15,2021-W32,1.65032150223642,TESSy COVID-19,
11723,France,Weekly new ICU admissions per 100k,2021-08-22,2021-W33,1.98900134247935,TESSy COVID-19,
11724,France,Weekly new ICU admissions per 100k,2021-08-29,2021-W34,1.68300113594407,TESSy COVID-19,
11725,France,Weekly new ICU admissions per 100k,2021-09-05,2021-W35,1.43344756944927,TESSy COVID-19,
11726,France,Weekly new ICU admissions per 100k,2021-09-12,2021-W36,1.36660286413817,TESSy COVID-19,
11727,France,Weekly new ICU admissions per 100k,2021-09-19,2021-W37,0.903146240647832,TESSy COVID-19,
11728,France,Weekly new ICU admissions per 100k,2021-09-26,2021-W38,0.745689823692782,TESSy COVID-19,
11729,France,Weekly new ICU admissions per 100k,2021-10-03,2021-W39,0.537728518280452,TESSy COVID-19,
11730,France,Weekly new ICU admissions per 100k,2021-10-10,2021-W40,0.456029434011323,TESSy COVID-19,
11731,France,Weekly new ICU admissions per 100k,2021-10-17,2021-W41,0.454543996115521,TESSy COVID-19,
11732,France,Weekly new ICU admissions per 100k,2021-10-24,2021-W42,0.51099063615601,TESSy COVID-19,
12460,Greece,Weekly new ICU admissions per 100k,2020-01-05,2020-W01,0.0,"TESSy COVID-19, national weekly data",
12461,Greece,Weekly new ICU admissions per 100k,2020-01-12,2020-W02,0.0,"TESSy COVID-19, national weekly data",
12462,Greece,Weekly new ICU admissions per 100k,2020-01-19,2020-W03,0.0,"TESSy COVID-19, national weekly data",
12463,Greece,Weekly new ICU admissions per 100k,2020-01-26,2020-W04,0.0,"TESSy COVID-19, national weekly data",
12464,Greece,Weekly new ICU admissions per 100k,2020-02-02,2020-W05,0.0,"TESSy COVID-19, national weekly data",
12465,Greece,Weekly new ICU admissions per 100k,2020-02-09,2020-W06,0.0,"TESSy COVID-19, national weekly data",
12466,Greece,Weekly new ICU admissions per 100k,2020-02-16,2020-W07,0.0,"TESSy COVID-19, national weekly data",
12467,Greece,Weekly new ICU admissions per 100k,2020-02-23,2020-W08,0.0,"TESSy COVID-19, national weekly data",
12468,Greece,Weekly new ICU admissions per 100k,2020-03-01,2020-W09,0.0,"TESSy COVID-19, national weekly data",
12469,Greece,Weekly new ICU admissions per 100k,2020-03-08,2020-W10,0.0186592141765246,"TESSy COVID-19, national weekly data",
12470,Greece,Weekly new ICU admissions per 100k,2020-03-15,2020-W11,0.12128489214741,"TESSy COVID-19, national weekly data",
12471,Greece,Weekly new ICU admissions per 100k,2020-03-22,2020-W12,0.401173104795278,"TESSy COVID-19, national weekly data",
12472,Greece,Weekly new ICU admissions per 100k,2020-03-29,2020-W13,0.513128389854425,"TESSy COVID-19, national weekly data",
12473,Greece,Weekly new ICU admissions per 100k,2020-04-05,2020-W14,0.373184283530491,"TESSy COVID-19, national weekly data",
12474,Greece,Weekly new ICU admissions per 100k,2020-04-12,2020-W15,0.186592141765246,"TESSy COVID-19, national weekly data",
12475,Greece,Weekly new ICU admissions per 100k,2020-04-19,2020-W16,0.158603320500459,"TESSy COVID-19, national weekly data",
12476,Greece,Weekly new ICU admissions per 100k,2020-04-26,2020-W17,0.0932960708826228,"TESSy COVID-19, national weekly data",
12477,Greece,Weekly new ICU admissions per 100k,2020-05-03,2020-W18,0.0373184283530491,"TESSy COVID-19, national weekly data",
12478,Greece,Weekly new ICU admissions per 100k,2020-05-10,2020-W19,0.0373184283530491,"TESSy COVID-19, national weekly data",
12479,Greece,Weekly new ICU admissions per 100k,2020-05-17,2020-W20,0.0466480354413114,"TESSy COVID-19, national weekly data",
12480,Greece,Weekly new ICU admissions per 100k,2020-05-24,2020-W21,0.0373184283530491,"TESSy COVID-19, national weekly data",
12481,Greece,Weekly new ICU admissions per 100k,2020-05-31,2020-W22,0.0186592141765246,"TESSy COVID-19, national weekly data",
12482,Greece,Weekly new ICU admissions per 100k,2020-06-07,2020-W23,0.0279888212647869,"TESSy COVID-19, national weekly data",
12483,Greece,Weekly new ICU admissions per 100k,2020-06-14,2020-W24,0.0746368567060983,"TESSy COVID-19, national weekly data",
12484,Greece,Weekly new ICU admissions per 100k,2020-06-21,2020-W25,0.0186592141765246,"TESSy COVID-19, national weekly data",
12485,Greece,Weekly new ICU admissions per 100k,2020-06-28,2020-W26,0.0279888212647869,"TESSy COVID-19, national weekly data",
12486,Greece,Weekly new ICU admissions per 100k,2020-07-05,2020-W27,0.0279888212647869,"TESSy COVID-19, national weekly data",
12487,Greece,Weekly new ICU admissions per 100k,2020-07-12,2020-W28,0.0373184283530491,"TESSy COVID-19, national weekly data",
12488,Greece,Weekly new ICU admissions per 100k,2020-07-19,2020-W29,0.0186592141765246,"TESSy COVID-19, national weekly data",
12489,Greece,Weekly new ICU admissions per 100k,2020-07-26,2020-W30,0.065307249617836,"TESSy COVID-19, national weekly data",
12490,Greece,Weekly new ICU admissions per 100k,2020-08-02,2020-W31,0.102625677970885,"TESSy COVID-19, national weekly data",
12491,Greece,Weekly new ICU admissions per 100k,2020-08-09,2020-W32,0.149273713412197,"TESSy COVID-19, national weekly data",
12492,Greece,Weekly new ICU admissions per 100k,2020-08-16,2020-W33,0.111955285059147,"TESSy COVID-19, national weekly data",
12493,Greece,Weekly new ICU admissions per 100k,2020-08-23,2020-W34,0.177262534676983,"TESSy COVID-19, national weekly data",
12494,Greece,Weekly new ICU admissions per 100k,2020-08-30,2020-W35,0.167932927588721,"TESSy COVID-19, national weekly data",
12495,Greece,Weekly new ICU admissions per 100k,2020-09-06,2020-W36,0.20525135594177,"TESSy COVID-19, national weekly data",
12496,Greece,Weekly new ICU admissions per 100k,2020-09-13,2020-W37,0.335865855177442,"TESSy COVID-19, national weekly data",
12497,Greece,Weekly new ICU admissions per 100k,2020-09-20,2020-W38,0.419832318971803,"TESSy COVID-19, national weekly data",
12498,Greece,Weekly new ICU admissions per 100k,2020-09-27,2020-W39,0.270558605559606,"TESSy COVID-19, national weekly data",
12499,Greece,Weekly new ICU admissions per 100k,2020-10-04,2020-W40,0.44782114023659,"TESSy COVID-19, national weekly data",
12500,Greece,Weekly new ICU admissions per 100k,2020-10-11,2020-W41,0.373184283530491,"TESSy COVID-19, national weekly data",
12501,Greece,Weekly new ICU admissions per 100k,2020-10-18,2020-W42,0.317206641000918,"TESSy COVID-19, national weekly data",
12502,Greece,Weekly new ICU admissions per 100k,2020-10-25,2020-W43,0.53178760403095,"TESSy COVID-19, national weekly data",
12503,Greece,Weekly new ICU admissions per 100k,2020-11-01,2020-W44,0.923631101737966,"TESSy COVID-19, national weekly data",
12504,Greece,Weekly new ICU admissions per 100k,2020-11-08,2020-W45,1.46474831285718,"TESSy COVID-19, national weekly data",
12505,Greece,Weekly new ICU admissions per 100k,2020-11-15,2020-W46,2.68692684141954,"TESSy COVID-19, national weekly data",
12506,Greece,Weekly new ICU admissions per 100k,2020-11-22,2020-W47,3.33066973050963,"TESSy COVID-19, national weekly data",
12507,Greece,Weekly new ICU admissions per 100k,2020-11-29,2020-W48,2.92016701862609,"TESSy COVID-19, national weekly data",
12508,Greece,Weekly new ICU admissions per 100k,2020-12-06,2020-W49,2.61228998471344,"TESSy COVID-19, national weekly data",
12509,Greece,Weekly new ICU admissions per 100k,2020-12-13,2020-W50,2.276424129536,"TESSy COVID-19, national weekly data",
12510,Greece,Weekly new ICU admissions per 100k,2020-12-20,2020-W51,1.83793259638767,"TESSy COVID-19, national weekly data",
12511,Greece,Weekly new ICU admissions per 100k,2020-12-27,2020-W52,1.60469241918111,"TESSy COVID-19, national weekly data",
12512,Greece,Weekly new ICU admissions per 100k,2021-01-03,2020-W53,1.17553049312105,"TESSy COVID-19, national weekly data",
12513,Greece,Weekly new ICU admissions per 100k,2021-01-10,2021-W01,0.998267958444064,"TESSy COVID-19, national weekly data",
12514,Greece,Weekly new ICU admissions per 100k,2021-01-17,2021-W02,0.97960874426754,"TESSy COVID-19, national weekly data",
12515,Greece,Weekly new ICU admissions per 100k,2021-01-24,2021-W03,0.830335030855343,"TESSy COVID-19, national weekly data",
12516,Greece,Weekly new ICU admissions per 100k,2021-01-31,2021-W04,0.625083674913573,"TESSy COVID-19, national weekly data",
12517,Greece,Weekly new ICU admissions per 100k,2021-02-07,2021-W05,1.03558638679711,"TESSy COVID-19, national weekly data",
12518,Greece,Weekly new ICU admissions per 100k,2021-02-14,2021-W06,1.45541870576892,"TESSy COVID-19, national weekly data",
12519,Greece,Weekly new ICU admissions per 100k,2021-02-21,2021-W07,1.33413381362151,"TESSy COVID-19, national weekly data",
12520,Greece,Weekly new ICU admissions per 100k,2021-02-28,2021-W08,1.86592141765246,"TESSy COVID-19, national weekly data",
12521,Greece,Weekly new ICU admissions per 100k,2021-03-07,2021-W09,2.0525135594177,"TESSy COVID-19, national weekly data",
12522,Greece,Weekly new ICU admissions per 100k,2021-03-14,2021-W10,2.87351898318478,"TESSy COVID-19, national weekly data",
12523,Greece,Weekly new ICU admissions per 100k,2021-03-21,2021-W11,3.1907256241857,"TESSy COVID-19, national weekly data",
12524,Greece,Weekly new ICU admissions per 100k,2021-03-28,2021-W12,3.15340719583265,"TESSy COVID-19, national weekly data",
12525,Greece,Weekly new ICU admissions per 100k,2021-04-04,2021-W13,3.1907256241857,"TESSy COVID-19, national weekly data",
12526,Greece,Weekly new ICU admissions per 100k,2021-04-11,2021-W14,3.2653624808918,"TESSy COVID-19, national weekly data",
12527,Greece,Weekly new ICU admissions per 100k,2021-04-18,2021-W15,3.65720597859881,"TESSy COVID-19, national weekly data",
12528,Greece,Weekly new ICU admissions per 100k,2021-04-25,2021-W16,3.09742955330308,"TESSy COVID-19, national weekly data",
12529,Greece,Weekly new ICU admissions per 100k,2021-05-02,2021-W17,3.09742955330308,"TESSy COVID-19, national weekly data",
12530,Greece,Weekly new ICU admissions per 100k,2021-05-09,2021-W18,2.16446884447685,"TESSy COVID-19, national weekly data",
12531,Greece,Weekly new ICU admissions per 100k,2021-05-16,2021-W19,1.99653591688813,"TESSy COVID-19, national weekly data",
12532,Greece,Weekly new ICU admissions per 100k,2021-05-23,2021-W20,1.4834075270337,"TESSy COVID-19, national weekly data",
12533,Greece,Weekly new ICU admissions per 100k,2021-05-30,2021-W21,1.29681538526846,"TESSy COVID-19, national weekly data",
12534,Greece,Weekly new ICU admissions per 100k,2021-06-06,2021-W22,0.970279137179277,"TESSy COVID-19, national weekly data",
12535,Greece,Weekly new ICU admissions per 100k,2021-06-13,2021-W23,0.606424460737048,"TESSy COVID-19, national weekly data",
12536,Greece,Weekly new ICU admissions per 100k,2021-06-20,2021-W24,0.503798782766163,"TESSy COVID-19, national weekly data",
12537,Greece,Weekly new ICU admissions per 100k,2021-06-27,2021-W25,0.307877033912655,"TESSy COVID-19, national weekly data",
12538,Greece,Weekly new ICU admissions per 100k,2021-07-04,2021-W26,0.167932927588721,"TESSy COVID-19, national weekly data",
12539,Greece,Weekly new ICU admissions per 100k,2021-07-11,2021-W27,0.12128489214741,"TESSy COVID-19, national weekly data",
12540,Greece,Weekly new ICU admissions per 100k,2021-07-18,2021-W28,0.270558605559606,"TESSy COVID-19, national weekly data",
12541,Greece,Weekly new ICU admissions per 100k,2021-07-25,2021-W29,0.513128389854425,"TESSy COVID-19, national weekly data",
12542,Greece,Weekly new ICU admissions per 100k,2021-08-01,2021-W30,0.904971887561441,"TESSy COVID-19, national weekly data",
12543,Greece,Weekly new ICU admissions per 100k,2021-08-08,2021-W31,0.904971887561441,"TESSy COVID-19, national weekly data",
12544,Greece,Weekly new ICU admissions per 100k,2021-08-15,2021-W32,1.10089363641495,"TESSy COVID-19, national weekly data",
12545,Greece,Weekly new ICU admissions per 100k,2021-08-22,2021-W33,1.51139634829849,"TESSy COVID-19, national weekly data",
12546,Greece,Weekly new ICU admissions per 100k,2021-08-29,2021-W34,1.36212263488629,"TESSy COVID-19, national weekly data",
12547,Greece,Weekly new ICU admissions per 100k,2021-09-05,2021-W35,1.66999966879895,"TESSy COVID-19, national weekly data",
12548,Greece,Weekly new ICU admissions per 100k,2021-09-12,2021-W36,1.25949695691541,"TESSy COVID-19, national weekly data",
12549,Greece,Weekly new ICU admissions per 100k,2021-09-19,2021-W37,1.19418970729757,"TESSy COVID-19, national weekly data",
12550,Greece,Weekly new ICU admissions per 100k,2021-09-26,2021-W38,1.18486010020931,"TESSy COVID-19, national weekly data",
12551,Greece,Weekly new ICU admissions per 100k,2021-10-03,2021-W39,1.23150813565062,"TESSy COVID-19, national weekly data",
12552,Greece,Weekly new ICU admissions per 100k,2021-10-10,2021-W40,1.37145224197456,"TESSy COVID-19, national weekly data",
12553,Greece,Weekly new ICU admissions per 100k,2021-10-17,2021-W41,1.41810027741587,"TESSy COVID-19, national weekly data",
12554,Greece,Weekly new ICU admissions per 100k,2021-10-24,2021-W42,1.41810027741587,"TESSy COVID-19, national weekly data",
13640,Iceland,Weekly new ICU admissions per 100k,2021-02-28,2021-W08,0.0,"TESSy COVID-19, national weekly data",
13641,Iceland,Weekly new ICU admissions per 100k,2021-03-07,2021-W09,0.0,"TESSy COVID-19, national weekly data",
13642,Iceland,Weekly new ICU admissions per 100k,2021-03-14,2021-W10,0.0,"TESSy COVID-19, national weekly data",
13643,Iceland,Weekly new ICU admissions per 100k,2021-03-21,2021-W11,0.0,"TESSy COVID-19, national weekly data",
13644,Iceland,Weekly new ICU admissions per 100k,2021-03-28,2021-W12,0.0,"TESSy COVID-19, national weekly data",
13645,Iceland,Weekly new ICU admissions per 100k,2021-04-04,2021-W13,0.0,"TESSy COVID-19, national weekly data",
13646,Iceland,Weekly new ICU admissions per 100k,2021-04-11,2021-W14,0.0,"TESSy COVID-19, national weekly data",
13647,Iceland,Weekly new ICU admissions per 100k,2021-04-18,2021-W15,0.27462417681403,"TESSy COVID-19, national weekly data",
13648,Iceland,Weekly new ICU admissions per 100k,2021-04-25,2021-W16,0.0,"TESSy COVID-19, national weekly data",
13649,Iceland,Weekly new ICU admissions per 100k,2021-05-02,2021-W17,0.0,"TESSy COVID-19, national weekly data",
13650,Iceland,Weekly new ICU admissions per 100k,2021-05-09,2021-W18,0.54924835362806,"TESSy COVID-19, national weekly data",
13651,Iceland,Weekly new ICU admissions per 100k,2021-05-16,2021-W19,0.0,"TESSy COVID-19, national weekly data",
13652,Iceland,Weekly new ICU admissions per 100k,2021-05-23,2021-W20,0.0,"TESSy COVID-19, national weekly data",
13653,Iceland,Weekly new ICU admissions per 100k,2021-05-30,2021-W21,0.0,"TESSy COVID-19, national weekly data",
13654,Iceland,Weekly new ICU admissions per 100k,2021-06-06,2021-W22,0.0,"TESSy COVID-19, national weekly data",
13655,Iceland,Weekly new ICU admissions per 100k,2021-06-13,2021-W23,0.0,"TESSy COVID-19, national weekly data",
13656,Iceland,Weekly new ICU admissions per 100k,2021-06-20,2021-W24,0.0,"TESSy COVID-19, national weekly data",
13657,Iceland,Weekly new ICU admissions per 100k,2021-06-27,2021-W25,0.0,"TESSy COVID-19, national weekly data",
13658,Iceland,Weekly new ICU admissions per 100k,2021-07-04,2021-W26,0.0,"TESSy COVID-19, national weekly data",
13659,Iceland,Weekly new ICU admissions per 100k,2021-07-11,2021-W27,0.0,"TESSy COVID-19, national weekly data",
13660,Iceland,Weekly new ICU admissions per 100k,2021-07-18,2021-W28,0.0,"TESSy COVID-19, national weekly data",
13661,Iceland,Weekly new ICU admissions per 100k,2021-07-25,2021-W29,0.0,"TESSy COVID-19, national weekly data",
13662,Iceland,Weekly new ICU admissions per 100k,2021-08-01,2021-W30,0.27462417681403,"TESSy COVID-19, national weekly data",
13663,Iceland,Weekly new ICU admissions per 100k,2021-08-08,2021-W31,0.27462417681403,"TESSy COVID-19, national weekly data",
13664,Iceland,Weekly new ICU admissions per 100k,2021-08-15,2021-W32,1.37312088407015,"TESSy COVID-19, national weekly data",
13665,Iceland,Weekly new ICU admissions per 100k,2021-08-22,2021-W33,0.54924835362806,"TESSy COVID-19, national weekly data",
13666,Iceland,Weekly new ICU admissions per 100k,2021-08-29,2021-W34,0.0,"TESSy COVID-19, national weekly data",
13667,Iceland,Weekly new ICU admissions per 100k,2021-09-05,2021-W35,0.0,"TESSy COVID-19, national weekly data",
13668,Iceland,Weekly new ICU admissions per 100k,2021-09-12,2021-W36,0.0,"TESSy COVID-19, national weekly data",
13669,Iceland,Weekly new ICU admissions per 100k,2021-09-19,2021-W37,0.0,"TESSy COVID-19, national weekly data",
13670,Iceland,Weekly new ICU admissions per 100k,2021-09-26,2021-W38,0.82387253044209,"TESSy COVID-19, national weekly data",
13671,Iceland,Weekly new ICU admissions per 100k,2021-10-03,2021-W39,0.27462417681403,"TESSy COVID-19, national weekly data",
13672,Iceland,Weekly new ICU admissions per 100k,2021-10-10,2021-W40,0.0,"TESSy COVID-19, national weekly data",
13673,Iceland,Weekly new ICU admissions per 100k,2021-10-24,2021-W42,0.0,"TESSy COVID-19, national weekly data",
14924,Ireland,Weekly new ICU admissions per 100k,2020-04-12,2020-W15,0.946733166278573,ECDC database compiled from public online sources,
14925,Ireland,Weekly new ICU admissions per 100k,2020-04-19,2020-W16,1.18845227256246,ECDC database compiled from public online sources,
14926,Ireland,Weekly new ICU admissions per 100k,2020-04-26,2020-W17,0.906446648564591,ECDC database compiled from public online sources,
14927,Ireland,Weekly new ICU admissions per 100k,2020-05-17,2020-W20,0.382721918282828,ECDC database compiled from public online sources,
14928,Ireland,Weekly new ICU admissions per 100k,2020-05-24,2020-W21,0.201432588569909,ECDC database compiled from public online sources,
14929,Ireland,Weekly new ICU admissions per 100k,2020-05-31,2020-W22,0.302148882854864,ECDC database compiled from public online sources,
14930,Ireland,Weekly new ICU admissions per 100k,2020-06-07,2020-W23,0.0604297765709728,ECDC database compiled from public online sources,
14931,Ireland,Weekly new ICU admissions per 100k,2020-06-21,2020-W25,0.282005623997873,ECDC database compiled from public online sources,
14932,Ireland,Weekly new ICU admissions per 100k,2020-06-28,2020-W26,0.0805730354279637,ECDC database compiled from public online sources,
14933,Ireland,Weekly new ICU admissions per 100k,2020-07-05,2020-W27,0.120859553141946,ECDC database compiled from public online sources,
14934,Ireland,Weekly new ICU admissions per 100k,2020-07-12,2020-W28,0.0201432588569909,ECDC database compiled from public online sources,
14935,Ireland,Weekly new ICU admissions per 100k,2020-07-19,2020-W29,0.0402865177139818,ECDC database compiled from public online sources,
14936,Ireland,Weekly new ICU admissions per 100k,2020-07-26,2020-W30,0.0604297765709728,ECDC database compiled from public online sources,
14937,Ireland,Weekly new ICU admissions per 100k,2020-08-02,2020-W31,0.0201432588569909,ECDC database compiled from public online sources,
14938,Ireland,Weekly new ICU admissions per 100k,2020-08-09,2020-W32,0.0201432588569909,ECDC database compiled from public online sources,
14939,Ireland,Weekly new ICU admissions per 100k,2020-08-16,2020-W33,0.0,ECDC database compiled from public online sources,
14940,Ireland,Weekly new ICU admissions per 100k,2020-08-23,2020-W34,0.0402865177139818,ECDC database compiled from public online sources,
14941,Ireland,Weekly new ICU admissions per 100k,2020-08-30,2020-W35,0.0402865177139818,ECDC database compiled from public online sources,
14942,Ireland,Weekly new ICU admissions per 100k,2020-09-06,2020-W36,0.0201432588569909,ECDC database compiled from public online sources,
14943,Ireland,Weekly new ICU admissions per 100k,2020-09-13,2020-W37,0.0,ECDC database compiled from public online sources,
14944,Ireland,Weekly new ICU admissions per 100k,2020-09-20,2020-W38,0.120859553141946,ECDC database compiled from public online sources,
14945,Ireland,Weekly new ICU admissions per 100k,2020-09-27,2020-W39,0.0805730354279637,ECDC database compiled from public online sources,
14946,Ireland,Weekly new ICU admissions per 100k,2020-10-04,2020-W40,0.181289329712918,ECDC database compiled from public online sources,
14947,Ireland,Weekly new ICU admissions per 100k,2020-10-11,2020-W41,0.0805730354279637,ECDC database compiled from public online sources,
14948,Ireland,Weekly new ICU admissions per 100k,2020-10-18,2020-W42,0.181289329712918,ECDC database compiled from public online sources,
14949,Ireland,Weekly new ICU admissions per 100k,2020-10-25,2020-W43,0.241719106283891,ECDC database compiled from public online sources,
14950,Ireland,Weekly new ICU admissions per 100k,2020-11-01,2020-W44,0.201432588569909,ECDC database compiled from public online sources,
14951,Ireland,Weekly new ICU admissions per 100k,2020-11-08,2020-W45,0.382721918282828,ECDC database compiled from public online sources,
14952,Ireland,Weekly new ICU admissions per 100k,2020-11-15,2020-W46,0.322292141711855,ECDC database compiled from public online sources,
14953,Ireland,Weekly new ICU admissions per 100k,2020-11-22,2020-W47,0.201432588569909,ECDC database compiled from public online sources,
14954,Ireland,Weekly new ICU admissions per 100k,2020-11-29,2020-W48,0.100716294284955,ECDC database compiled from public online sources,
14955,Ireland,Weekly new ICU admissions per 100k,2020-12-06,2020-W49,0.201432588569909,ECDC database compiled from public online sources,
